Date,Quantile_0.025,Quantile_0.25,Quantile_0.5,Quantile_0.75,Quantile_0.975,Median,Mean,Std,Min,Max,Region,District,Day,Month,Year
2017-03-10,0.05115155838429928,0.09791303239762783,0.14513281732797623,0.22193973138928413,0.4604736685752865,0.14513281,0.17541131,0.109362036,0.019982636,0.88001364,Sylhet,Sylhet,10,3,2017
2017-08-01,0.02734294906258583,0.18403948098421097,0.34832634031772614,0.5831943452358246,0.9299873620271683,0.34832633,0.39726883,0.25816113,0.001271878,0.9922767,Sylhet,Sylhet,1,8,2017
2019-09-02,0.02227982943877578,0.1116424910724163,0.20266512781381607,0.34175442159175873,0.8541130140423773,0.20266512,0.25695324,0.20294641,0.004456445,0.98715925,Sylhet,Sylhet,2,9,2019
2017-04-27,0.034902234375476834,0.14823204278945923,0.2700497508049011,0.4600159525871277,0.8994707897305488,0.27004975,0.33175886,0.23640282,0.0143958405,0.98483187,Sylhet,Sylhet,27,4,2017
2019-04-19,0.022634077304974198,0.043260518461465836,0.060948293656110764,0.08941752463579178,0.24871417731046666,0.060948294,0.07814951,0.06618607,0.010575238,0.85929847,Sylhet,Sylhet,19,4,2019
2018-03-02,0.05475587425753474,0.10464704781770706,0.14790594577789307,0.2235991172492504,0.48036655262112604,0.14790595,0.17990157,0.10937006,0.023356957,0.85407096,Sylhet,Sylhet,2,3,2018
2018-11-29,0.014739556959830225,0.032670386135578156,0.06914925202727318,0.16258757188916206,0.527728047966957,0.069149256,0.124031715,0.13738379,0.0062081194,0.9443107,Sylhet,Sylhet,29,11,2018
2019-01-13,0.07915230039507151,0.1646108292043209,0.24868986755609512,0.37031642347574234,0.6198726430535315,0.24868986,0.2794393,0.1471744,0.028178016,0.97196305,Sylhet,Sylhet,13,1,2019
2018-05-21,0.019831358129158615,0.06832599081099033,0.1267930418252945,0.2289755567908287,0.7384674787521359,0.12679304,0.18389319,0.17577758,0.006303508,0.97566164,Sylhet,Sylhet,21,5,2018
2018-07-08,0.027785081509500747,0.21008403971791267,0.42505183815956116,0.7134464383125305,0.9464523568749428,0.42505184,0.45956257,0.2824743,0.0042501288,0.9925454,Sylhet,Sylhet,8,7,2018
2018-09-18,0.018001627689227463,0.07517054304480553,0.15898501127958298,0.37706591933965683,0.9033842086791992,0.15898502,0.2586727,0.24593195,0.0056053675,0.9849497,Sylhet,Sylhet,18,9,2018
2018-03-26,0.04567584441974759,0.08640845119953156,0.12366458401083946,0.182574562728405,0.40215174630284306,0.12366459,0.14904271,0.09441748,0.0131121855,0.8482882,Sylhet,Sylhet,26,3,2018
2020-06-21,0.020918429456651212,0.12994329258799553,0.29122741520404816,0.5645109713077545,0.9375595495104789,0.2912274,0.3641049,0.27443165,0.0047427905,0.9899182,Sylhet,Sylhet,21,6,2020
2020-10-27,0.01454317276366055,0.04600309859961271,0.10528546199202538,0.31124500930309296,0.9055468469858168,0.105285466,0.21986426,0.24586277,0.0043283035,0.9903414,Sylhet,Sylhet,27,10,2020
2019-03-02,0.06005743127316236,0.11775778606534004,0.17181458324193954,0.26444409042596817,0.5483687058091163,0.17181459,0.20868415,0.12756571,0.018462779,0.92272073,Sylhet,Sylhet,2,3,2019
2019-11-05,0.01834117230027914,0.04316545929759741,0.07674004882574081,0.1960696578025818,0.7891353145241735,0.07674005,0.16150793,0.19517061,0.004839869,0.9909292,Sylhet,Sylhet,5,11,2019
2017-08-17,0.03180285142734647,0.20284712314605713,0.38220396637916565,0.6702267825603485,0.9486875250935555,0.38220397,0.4365836,0.27829227,0.0040991777,0.9952181,Sylhet,Sylhet,17,8,2017
2017-03-18,0.04821293251588941,0.08532323502004147,0.11992977932095528,0.174491286277771,0.3751581206917756,0.119929776,0.1434281,0.087622754,0.016274812,0.91532826,Sylhet,Sylhet,18,3,2017
2017-11-13,0.014212089637294412,0.03885167744010687,0.09286792576313019,0.25417619198560715,0.8903967306017876,0.092867926,0.19199237,0.2269951,0.0056675994,0.99013186,Sylhet,Sylhet,13,11,2017
2018-01-21,0.07953742817044258,0.15092602372169495,0.22210528701543808,0.3224829062819481,0.5632807850837708,0.2221053,0.25003982,0.13137923,0.02676225,0.961171,Sylhet,Sylhet,21,1,2018
2017-02-14,0.07930871415883303,0.16984331607818604,0.26514028012752533,0.4141636863350868,0.7284543812274931,0.2651403,0.3083791,0.17602205,0.02417329,0.91140026,Sylhet,Sylhet,14,2,2017
2017-06-22,0.02363644214347005,0.1885756552219391,0.4063633531332016,0.6759274899959564,0.9469032913446426,0.40636337,0.4389155,0.280696,0.005901978,0.99594516,Sylhet,Sylhet,22,6,2017
2018-02-22,0.06194666745141149,0.13039788603782654,0.19525164365768433,0.30176593363285065,0.580215875804424,0.19525164,0.23185246,0.13680094,0.025987215,0.9062966,Sylhet,Sylhet,22,2,2018
2020-09-09,0.015487892110832038,0.09313146583735943,0.2158944010734558,0.47628069669008255,0.9398679226636886,0.2158944,0.31053314,0.26907685,0.002519451,0.9905347,Sylhet,Sylhet,9,9,2020
2019-08-17,0.02105184174142778,0.13684924691915512,0.2586722820997238,0.4424009174108505,0.9099911734461783,0.2586723,0.31746718,0.23301175,0.0029372186,0.9909087,Sylhet,Sylhet,17,8,2019
2018-12-15,0.027647311426699163,0.05535074882209301,0.09760142862796783,0.188060462474823,0.5027883559465406,0.09760143,0.14408803,0.1292395,0.011294153,0.9549438,Sylhet,Sylhet,15,12,2018
2018-12-23,0.035413199849426744,0.07266666926443577,0.12477798014879227,0.22324658557772636,0.5693977549672126,0.12477798,0.17093751,0.14069566,0.017175404,0.97707796,Sylhet,Sylhet,23,12,2018
2017-12-23,0.03428032463416457,0.07087503559887409,0.13491421192884445,0.25222523510456085,0.716434471309185,0.13491422,0.19401328,0.17386188,0.01856762,0.9825105,Sylhet,Sylhet,23,12,2017
2020-07-15,0.029007377801463008,0.2417011819779873,0.5190052092075348,0.8397205322980881,0.9846299901604653,0.5190052,0.52851605,0.31554407,0.002083541,0.9979486,Sylhet,Sylhet,15,7,2020
2018-12-31,0.05348677951842547,0.11137127690017223,0.17713720351457596,0.2956649363040924,0.6255726903676986,0.1771372,0.2226834,0.15084305,0.021392472,0.9685032,Sylhet,Sylhet,31,12,2018
2019-08-01,0.020926231192424895,0.14814172685146332,0.37314465641975403,0.7004735767841339,0.951140983402729,0.37314466,0.42631274,0.2997656,0.002268414,0.9947606,Sylhet,Sylhet,1,8,2019
2017-05-29,0.023128361208364367,0.09084790386259556,0.16943339258432388,0.32428526878356934,0.8937682449817658,0.16943339,0.24819109,0.22392312,0.008905178,0.9871494,Sylhet,Sylhet,29,5,2017
2019-01-21,0.09690331444144248,0.201933816075325,0.29053373634815216,0.39834772050380707,0.6352393344044686,0.29053372,0.31048334,0.14207375,0.029379178,0.9550136,Sylhet,Sylhet,21,1,2019
2019-08-25,0.020103725278750064,0.11790310218930244,0.22020122408866882,0.3770633116364479,0.8609593868255614,0.22020122,0.27609473,0.2126002,0.003616046,0.98654675,Sylhet,Sylhet,25,8,2019
2018-04-11,0.030784494848921897,0.05412364657968283,0.07671647891402245,0.118414506316185,0.30064973458647704,0.07671648,0.099750094,0.07480561,0.0130972555,0.83602107,Sylhet,Sylhet,11,4,2018
2018-01-05,0.05367386341094971,0.10486960597336292,0.1720513105392456,0.2905558720231056,0.6656853407621384,0.17205131,0.22116789,0.16053802,0.027032336,0.97075045,Sylhet,Sylhet,5,1,2018
2018-07-24,0.023626083508133888,0.12816360592842102,0.26370324194431305,0.4894663915038109,0.9236461713910102,0.26370323,0.33393037,0.2537907,0.003484181,0.99317193,Sylhet,Sylhet,24,7,2018
2019-06-30,0.01829181327484548,0.12618282809853554,0.3241691440343857,0.6200416386127472,0.9367485612630844,0.32416916,0.3831992,0.28359354,0.0054476494,0.99826235,Sylhet,Sylhet,30,6,2019
2017-01-13,0.08170834090560675,0.18445762619376183,0.2756742537021637,0.4028486907482147,0.6640192866325378,0.27567425,0.30501547,0.15710838,0.031450298,0.96843845,Sylhet,Sylhet,13,1,2017
2018-02-06,0.07191266827285289,0.16589148342609406,0.23112470656633377,0.312086284160614,0.5043487995862961,0.2311247,0.24678333,0.11327773,0.024182118,0.87861717,Sylhet,Sylhet,6,2,2018
2018-03-10,0.07638313621282578,0.13827576860785484,0.19610560685396194,0.2951016277074814,0.6114754527807235,0.1961056,0.23656632,0.13844422,0.032983873,0.9359247,Sylhet,Sylhet,10,3,2018
2019-06-06,0.02045964412391186,0.10890280827879906,0.20991259068250656,0.36148085445165634,0.8415349707007407,0.2099126,0.26413804,0.20704153,0.0032767537,0.9880563,Sylhet,Sylhet,6,6,2019
2020-12-30,0.06779955010861158,0.158621184527874,0.26455116271972656,0.4057740122079849,0.6956153854727745,0.26455116,0.29783306,0.17357187,0.02709081,0.9584079,Sylhet,Sylhet,30,12,2020
2020-11-28,0.017258981801569463,0.04056397918611765,0.10183512419462204,0.24334551021456718,0.602718499302864,0.101835124,0.16475183,0.16223498,0.008711207,0.9489673,Sylhet,Sylhet,28,11,2020
2019-05-05,0.02180662122555077,0.06956293433904648,0.13156168162822723,0.23950744792819023,0.5764858588576316,0.13156168,0.17743343,0.14733028,0.007138479,0.9420936,Sylhet,Sylhet,5,5,2019
2018-05-29,0.016094264294952153,0.0910821259021759,0.18488262593746185,0.341540589928627,0.8014506831765175,0.18488263,0.24590579,0.2049195,0.00333467,0.9661994,Sylhet,Sylhet,29,5,2018
2018-04-03,0.03662998853251338,0.06058338191360235,0.08251264691352844,0.11954323202371597,0.2768251523375509,0.08251265,0.10168215,0.06788321,0.015144932,0.8675057,Sylhet,Sylhet,3,4,2018
2019-08-09,0.02111999918706715,0.11328900046646595,0.24457873404026031,0.4608362391591072,0.91976510733366,0.24457873,0.31725973,0.25225124,0.0021960093,0.9918937,Sylhet,Sylhet,9,8,2019
2017-05-21,0.023704357026144866,0.09527191706001759,0.17713552713394165,0.30946941673755646,0.844185061752796,0.17713553,0.23870264,0.20333391,0.0070585064,0.9796484,Sylhet,Sylhet,21,5,2017
2020-05-04,0.025721690664067865,0.04585293773561716,0.0654185563325882,0.09782203286886215,0.25116905495524383,0.06541856,0.08367736,0.06532784,0.012130428,0.855259,Sylhet,Sylhet,4,5,2020
2017-09-02,0.02827832200564444,0.19456936419010162,0.3812018036842346,0.673291340470314,0.9569852948188782,0.3812018,0.43615562,0.28386,0.002125037,0.99454725,Sylhet,Sylhet,2,9,2017
2018-06-06,0.01665371130220592,0.08795768953859806,0.16871429979801178,0.29938245564699173,0.7892524853348731,0.1687143,0.22628026,0.19346268,0.0028897652,0.9723974,Sylhet,Sylhet,6,6,2018
2019-11-21,0.01731242504902184,0.031181331258267164,0.05604165978729725,0.14030832797288895,0.5889811128377914,0.056041658,0.118057765,0.14802235,0.0092301,0.9676849,Sylhet,Sylhet,21,11,2019
2020-01-05,0.04767301855608821,0.09591706655919552,0.14909812062978745,0.2404164895415306,0.5076787173748015,0.14909813,0.18443064,0.121776894,0.017741509,0.9263428,Sylhet,Sylhet,5,1,2020
2019-04-27,0.028063228446990253,0.051625908352434635,0.07545900717377663,0.11626926623284817,0.28726759999990453,0.075459,0.09643224,0.073476814,0.014149194,0.9103826,Sylhet,Sylhet,27,4,2019
2018-09-02,0.01928716478869319,0.10866885632276535,0.21068551391363144,0.3898133933544159,0.8852695792913436,0.21068552,0.2808756,0.22835046,0.003070841,0.9895242,Sylhet,Sylhet,2,9,2018
2020-02-06,0.11415769625455141,0.2263038419187069,0.31435222923755646,0.43162330240011215,0.7035001903772354,0.3143522,0.34191135,0.15463509,0.034183435,0.9542848,Sylhet,Sylhet,6,2,2020
2020-11-04,0.01546078766696155,0.04099354241043329,0.08897290006279945,0.23584610596299171,0.8030222594738005,0.0889729,0.17737909,0.20320837,0.0055112834,0.9834562,Sylhet,Sylhet,4,11,2020
2020-03-25,0.08301370535045863,0.1645694114267826,0.2432241216301918,0.37637072056531906,0.7306357830762862,0.24322411,0.2907094,0.16879213,0.02623367,0.935908,Sylhet,Sylhet,25,3,2020
2020-10-19,0.013988900277763606,0.04546648636460304,0.1061343178153038,0.31647542864084244,0.895385168492794,0.10613432,0.22180308,0.24659936,0.0038376702,0.9834767,Sylhet,Sylhet,19,10,2020
2020-04-10,0.07649838272482157,0.16174550727009773,0.24705301970243454,0.38271017372608185,0.7159280464053154,0.24705303,0.29131418,0.17026393,0.037558477,0.93662864,Sylhet,Sylhet,10,4,2020
2017-05-13,0.024577660392969845,0.09050888195633888,0.16225119680166245,0.29310083389282227,0.8297757565975189,0.1622512,0.22729234,0.19864012,0.008583031,0.9634247,Sylhet,Sylhet,13,5,2017
2018-06-22,0.0223165868781507,0.18113049119710922,0.3716975003480911,0.5845787674188614,0.9046843662858008,0.3716975,0.39689416,0.25096434,0.0031762633,0.9891794,Sylhet,Sylhet,22,6,2018
2017-01-21,0.09955325331538915,0.21659060567617416,0.31348253786563873,0.432643786072731,0.6728595122694968,0.31348252,0.33389646,0.15288201,0.032746926,0.94231415,Sylhet,Sylhet,21,1,2017
2020-03-09,0.08500530812889337,0.1759374439716339,0.25898829102516174,0.3895154297351837,0.71387639939785,0.2589883,0.30076882,0.16511495,0.031165306,0.9262151,Sylhet,Sylhet,9,3,2020
2018-01-13,0.06305040027946233,0.12947246059775352,0.1995527520775795,0.3072027415037155,0.5990564689040183,0.19955274,0.23547335,0.14321998,0.022233969,0.95333034,Sylhet,Sylhet,13,1,2018
